name,avgs,bpas,ratio
Bence Barát,336,57,1.03
Sébastien Auroux,358,51,1.031
Tobias Peter,255,47,1.034
Finn Ickler,292,46,1.034
Jan Bentlage,333,46,1.031
Robert Yau,229,44,1.033
Joey Gouly,245,43,1.031
Sebastian Weyer,281,42,1.036
Mats Valk,279,42,1.035
Katie Hull,185,41,1.027
Michał Halczuk,260,41,1.031
Cornelius Dieckmann,223,38,1.033
Leon Schmidtchen,258,37,1.031
Philipp Weyer,258,37,1.037
Callum Hales-Jepp,237,36,1.038
Daniel Wallin,194,36,1.032
Daniel Sheppard,207,35,1.032
Erik Akkersdijk,260,34,1.037
Zoé de Moffarts,141,34,1.035
Laura Ohrndorf,188,33,1.029
Lorenzo Vigani Poli,227,33,1.031
Feliks Zemdegs,226,33,1.036
James Molloy,208,32,1.035
Jiayu Wang (王佳宇),196,31,1.031
Corey Sakowski,175,30,1.034
Zijia Feng (冯子甲),156,29,1.031
Reto Bubendorf,213,29,1.033
Antoine Piau,204,29,1.029
Philippe Virouleau,219,28,1.03
Wilhelm Kilders,162,28,1.032
Mitchell Lane,111,28,1.026
Eric Zhao,175,28,1.038
Ron van Bruchem,237,27,1.039
Lars Vandenbergh,126,27,1.033
Jules Desjardin,209,27,1.033
Dániel Varga,219,27,1.034
Antoine Cantin,132,26,1.033
François Courtès,210,26,1.031
Jayden McNeill,158,26,1.032
Tomasz Żołnowski,175,26,1.031
Rafael Werneck Cinoto,129,26,1.032
Tim Reynolds,174,26,1.033
Wojciech Szatanowski,207,26,1.034
Wojciech Knott,197,25,1.033
James Hildreth,158,25,1.035
Reinier Schippers,157,25,1.037
Clément Cherblanc,201,25,1.036
Ming Zheng (郑鸣),145,25,1.036
Callum James Goodyear,158,24,1.041
Breandan Vallance,185,24,1.039
Antonie Paterakis,157,24,1.036
Niko Ronkainen,173,24,1.036
Max Park,154,24,1.032
Joshua Feran,162,24,1.034
Matic Omulec,132,24,1.033
Alwin Rölz,130,24,1.033
Walker Welch,159,24,1.035
Yi-Fan Wu (吳亦凡),180,24,1.034
Ilya Tsiareshka,175,24,1.03
Andreas Pohl,132,24,1.031
Michał Rzewuski,132,23,1.035
Przemysław Kaleta,159,23,1.034
Ting Sheng Bao Yang,118,23,1.027
Ivan Torgashov (Иван Торгашов),141,23,1.032
Kévin Cagnon,96,23,1.03
Olivér Perge,163,23,1.037
Łukasz Burliga,162,23,1.032
